-357.4402473,-2.584896537,147.2281194,-0.639289616
-357.4402473,-2.584896537,147.2281194,-0.639289616
-357.4402473,-2.584896537,147.2281194,-0.639289616
-357.4402473,-2.584896537,147.2281194,-0.639289616
-357.4402473,-2.584896537,147.2281194,-0.639289616
-357.4402473,-2.584896537,147.2281194,-0.639289616
-357.4402473,-2.584896537,147.2281194,-0.639289616
-357.4402473,-2.584896537,147.2281194,-0.639289616
-357.4402473,-2.584896537,147.2281194,-0.639289616
-357.4402473,-2.584896537,147.2281194,-0.639289616
-365.1912663,-2.62152657,157.5401702,-0.629148021
-365.1912663,-2.62152657,157.5401702,-0.629148021
-365.1912663,-2.62152657,157.5401702,-0.629148021
-365.1912663,-2.62152657,157.5401702,-0.629148021
-365.1912663,-2.62152657,157.5401702,-0.629148021
-365.1912663,-2.62152657,157.5401702,-0.629148021
-365.1912663,-2.62152657,157.5401702,-0.629148021
-365.1912663,-2.62152657,157.5401702,-0.629148021
-365.1912663,-2.62152657,157.5401702,-0.629148021
-365.1912663,-2.62152657,157.5401702,-0.629148021
-364.9205674,-2.437519422,139.0120515,-0.70761181
-364.9205674,-2.437519422,139.0120515,-0.70761181
-364.9205674,-2.437519422,139.0120515,-0.70761181
-364.9205674,-2.437519422,139.0120515,-0.70761181
-364.9205674,-2.437519422,139.0120515,-0.70761181
-364.9205674,-2.437519422,139.0120515,-0.70761181
-364.9205674,-2.437519422,139.0120515,-0.70761181
-364.9205674,-2.437519422,139.0120515,-0.70761181
-364.9205674,-2.437519422,139.0120515,-0.70761181
-364.9205674,-2.437519422,139.0120515,-0.70761181
-370.6594986,-2.531062377,133.2545519,-0.726833283
-370.6594986,-2.531062377,129.2545519,-0.726833283
-370.6594986,-2.531062377,129.2545519,-0.726833283
-370.6594986,-2.531062377,125.2545519,-0.726833283
-370.6594986,-2.531062377,125.2545519,-0.726833283
-361.5403217,-2.628931926,149.1526636,-0.643039847
-361.5403217,-2.628931926,149.1526636,-0.643039847
-361.5403217,-2.628931926,149.1526636,-0.643039847
-361.5403217,-2.628931926,149.1526636,-0.643039847
-361.5403217,-2.628931926,149.1526636,-0.643039847
-361.5403217,-2.628931926,149.1526636,-0.643039847
-361.5403217,-2.628931926,149.1526636,-0.643039847
-361.5403217,-2.628931926,149.1526636,-0.643039847
-361.5403217,-2.628931926,149.1526636,-0.643039847
-361.5403217,-2.628931926,149.1526636,-0.643039847
-361.5403217,-2.628931926,149.1526636,-0.643039847
-361.5403217,-2.628931926,149.1526636,-0.643039847
-361.5403217,-2.628931926,149.1526636,-0.643039847
-365.4963727,-2.630195812,157.3005102,-0.632873036
-365.4963727,-2.630195812,157.3005102,-0.632873036
-365.4963727,-2.630195812,157.3005102,-0.632873036
-365.4963727,-2.630195812,157.3005102,-0.632873036
-365.4963727,-2.630195812,157.3005102,-0.632873036
-365.4963727,-2.630195812,157.3005102,-0.632873036
-365.4963727,-2.630195812,157.3005102,-0.632873036
-365.4963727,-2.630195812,157.3005102,-0.632873036
-365.4963727,-2.630195812,157.3005102,-0.632873036
-365.4963727,-2.630195812,157.3005102,-0.632873036
